state_idx,cos_sim,mean_A,mean_g_norm_sq,v_unbiased_norm,v_intentional_norm
0,0.871214943766535,-0.019746541106204583,165073.21147851562,0.7043717503547668,4.428534793987637e-06
1,0.9831210982476223,-0.0066959686054557585,140358.38704101564,0.8267672061920166,5.989165401842911e-06
2,0.5233457894283035,0.11149699693343845,159303.23310742187,1.7137799263000488,1.7141785065177828e-05
3,0.9680653118015619,0.008683556109622532,184512.58532226563,1.0438158512115479,5.96325890001026e-06
4,0.6596987422502909,-0.055570198650241334,150862.688390625,1.0274176597595215,1.2209810847707558e-05
5,0.9870120697842101,0.005552743060646966,193457.53596289063,0.6881515979766846,3.7041049836261664e-06
6,0.9785720836957166,0.0066025566177780924,189966.72539453124,0.8791600465774536,4.961756985721877e-06
7,0.9955087590509761,0.001960971049343047,157732.3922626953,0.7699158787727356,5.190247975406237e-06
8,0.9584368895642238,0.006200892431503911,155264.79565527342,0.5417594313621521,3.5598773138190154e-06
9,0.7959160947186976,0.018017945003207296,200584.09312304689,0.5516497492790222,3.7307488582882797e-06
10,0.8894164932732175,0.017292424356925806,145568.45397460938,1.015531063079834,8.601334229751956e-06
11,0.972049082692489,0.00023857590526194406,172580.765984375,0.8355153799057007,4.9753762141335756e-06
12,0.9410497941917283,-0.02527702795042775,208067.04635546874,2.036733627319336,1.0044118425867055e-05
13,0.8640087803168995,-0.024910201844167416,180426.26459960936,0.8779943585395813,5.450009666674305e-06
14,0.920835844830815,0.01681122135640026,163921.57452734376,0.6308648586273193,3.978353561251424e-06
15,0.9923710282898154,0.002267350987518982,160127.2556455078,0.3466991186141968,2.1728540104959393e-06
16,0.9441799537821216,0.004830122060968295,154970.36450390625,0.2445269376039505,1.4580371043848572e-06
17,0.9868091408287955,-0.0020119461238975933,152502.01158007814,0.2592204809188843,1.6835524547786918e-06
18,0.9925372332907711,0.0002218070176526217,175957.31779296874,0.14437153935432434,7.957044090289855e-07
19,0.690097072442442,0.014403220717419283,171251.86126367186,0.23336166143417358,1.8032911839327426e-06
20,0.8484926074899624,-0.014679752503776303,188547.48443945314,0.3150833547115326,2.155835318262689e-06
21,0.9921476029311893,-2.3284953174584898e-05,202471.18656640625,0.5064809322357178,2.8413958261808148e-06
22,0.8573774725942716,0.02081780919785742,226548.11813867188,0.5177470445632935,3.0450798931269674e-06
23,0.9970493559911914,0.0025972602196447105,267143.8056660156,2.6822757720947266,8.999445526569616e-06
24,0.877555133596722,-0.030195444182093006,356972.99933984375,2.1139566898345947,6.3034440245246515e-06
25,0.8852534680139121,-0.05347629904726291,359722.42963671876,2.933345317840576,8.524784789187834e-06
26,0.9501378204332329,0.014910900628861913,274743.1342617188,3.4589338302612305,1.2191878340672702e-05
27,0.6719523194434277,-0.06865540614359258,135581.77216796874,1.0895971059799194,1.4767611901334021e-05
28,0.8033181599595349,-0.036369845121282225,158468.27817382812,0.760869562625885,6.4085757003340404e-06
29,0.8443793157589108,-0.024111978880444737,161741.9645654297,0.6474205255508423,4.926805559080094e-06
30,0.9358407836523859,-0.01846131450834225,151593.88308398437,0.6750538349151611,5.152840913069667e-06
31,0.9978054727411796,0.0021644445863787084,165523.17774804687,0.6085017919540405,3.7247129966999637e-06
32,0.9436737536180972,-0.03787659966192334,181931.54019335937,2.0582826137542725,1.1746394193323795e-05
33,0.8727760566372575,0.039212367637674744,189992.70560253906,1.7117339372634888,9.601219062460586e-06
34,0.9919522692483533,0.0029733283540172967,196591.15596875,0.7688379287719727,3.997781277575996e-06
35,0.9689224701186749,-0.011205311231971792,230578.69481640626,0.8840750455856323,4.1542743929312564e-06
36,0.7977455083972375,-0.02993699945256936,299389.47679492185,1.1356240510940552,4.152261226408882e-06
37,0.5923435583535744,0.05484458682996206,304625.96201953123,1.6650662422180176,6.787173788325163e-06
38,0.6951520961971241,-0.10174359918989918,326241.2650996094,3.6374802589416504,1.532978239993099e-05
39,0.7647445583944854,0.06749887490077208,295964.07312109374,2.1615045070648193,1.0715021744545083e-05
40,0.8148372862615536,-0.05108614052367102,202372.9955566406,1.0358449220657349,1.0338204447180033e-05
41,0.9744116608733716,-0.007176819496888786,176846.47208398438,0.6583400368690491,3.983438091381686e-06
42,0.9749782996754378,0.008714651923253722,187141.19478125,0.6536242961883545,3.451739303272916e-06
43,0.7885972730439023,0.03441212223350563,188249.90433398436,1.027949333190918,5.118508397572441e-06
44,0.8630563698873096,-0.03465172822130265,188029.14302539063,0.9344040751457214,5.690188118023798e-06
45,0.8883173049840325,0.020243360583821365,218449.0816074219,0.7744198441505432,4.075230208400171e-06
46,0.9927305986665317,-0.011745676819151942,221181.09333984376,1.7248456478118896,8.829510079522151e-06
47,0.6112960634956774,-0.0737741211314789,261761.87501757813,1.8565869331359863,1.0987030691467226e-05
48,0.9549638736641356,0.03052485694712337,238175.01629101564,2.13474702835083,1.2032821359753143e-05
49,0.8691733114393256,-0.04792148760861174,221950.34844140624,2.1171977519989014,1.1573860319913365e-05
50,0.3967715351939856,-0.09993240255142798,200320.69263964845,1.2574864625930786,1.5628920664312318e-05
51,0.9915874861191242,0.010004580929761595,200266.24983203126,2.9529547691345215,1.504423107689945e-05
52,0.9913808890070807,-0.046741377601435395,115972.80916503906,7.495023250579834,6.606905662920326e-05
53,0.8622155761758182,-0.07780499572924435,142649.04097265625,2.7752556800842285,2.458316885167733e-05
54,0.29065520489553365,0.1632090297787333,121557.68629492188,1.7722458839416504,2.4657387257320806e-05
55,0.5037460258665012,0.11460194942217186,162718.23353320314,1.7426302433013916,1.4353951883094851e-05
56,0.9246689353861854,0.018047259224652286,202202.45098046874,0.7354569435119629,4.312418695917586e-06
57,0.8374476268088354,-0.013006872160712103,225968.74179882812,0.37741219997406006,1.9631709164968925e-06
58,0.7909217267684537,-0.03770769428150386,264012.4141171875,0.9068522453308105,4.216057277517393e-06
59,0.9218720907234452,-0.019880580161750795,235104.24746484376,0.8961274027824402,4.219734364596661e-06
60,0.9695849603867831,0.010504474725028703,296596.97230664064,0.8205839991569519,3.1909798963170033e-06
61,0.9070433555062812,-0.022283906412238805,340891.18203515623,1.3163785934448242,4.957913915859535e-06
62,0.9795543453232995,0.01805371685712522,307085.04978125,2.5602922439575195,1.0207128070760518e-05
63,0.9681736813978468,-0.012865799562691717,200827.90810351563,1.1260887384414673,6.564503564732149e-06
64,0.8197346312812489,0.0688438073442964,154253.58941796876,2.637397289276123,1.6988311472232454e-05
65,0.9933422565900395,0.00013178885242244665,139767.21412402345,0.3804406523704529,2.8873714654764626e-06
66,0.8728599527105769,-0.009342621827660312,127240.76945703125,0.23082904517650604,2.5154727154586e-06
67,0.9713248348028091,-0.005165258447901021,184659.1812265625,0.4533097743988037,2.4372795905946987e-06
68,0.9761111943730808,0.0024695306120389926,275571.1890039063,0.32933518290519714,1.330885993411357e-06
69,0.4913043337335216,0.026404790781680936,254927.24924609374,0.5477128028869629,4.748045739688678e-06
70,0.8672513795195974,0.02342403604265927,183885.29251953124,1.6730097532272339,9.796565791475587e-06
71,0.7403891089634462,0.0237829462480582,235960.329453125,0.9178760051727295,4.537137101578992e-06
72,0.8787603813680813,0.012149914944881357,151329.75734960937,0.5520796179771423,3.6864119010715513e-06
73,0.8865029584471604,0.010134142688186524,146795.26916796874,0.33307549357414246,2.51554206442961e-06
74,0.9382957725278454,0.005503658744789718,147676.47144140626,0.26519715785980225,1.9166288893757155e-06
75,0.9895592823550207,0.0021761785035967975,171097.41904785155,0.23168006539344788,1.3501121429726481e-06
76,0.8683062314370752,0.010714042424897144,190100.99536523438,0.2347646802663803,1.603231112312642e-06
77,0.9649442393960462,-0.00246320820991347,242259.04437304687,0.15835478901863098,6.596957859983377e-07
78,0.9664223036015132,0.0030547767255187292,339636.83022265625,0.29213693737983704,8.994911127047089e-07
79,0.8901850850192495,-0.012716189408110413,201604.82134179687,0.8158872723579407,4.139849352213787e-06
80,0.9218035561129834,-0.02480024610564871,204941.06865625,1.6896615028381348,9.385576959175523e-06
81,0.9375768745706285,-0.02682368442018717,206119.34069921874,1.5870397090911865,9.372356544190552e-06
82,0.942258898276213,-0.008601493427054834,160527.90655078125,0.6072912812232971,3.830507921520621e-06
83,0.978583894521882,-0.004661391340176291,155536.80002734374,0.3920646607875824,2.4628745904919924e-06
84,0.9551259503375104,-0.006556178287295335,144896.43329785156,0.3423822820186615,2.295235390192829e-06
85,0.9965698398956178,0.0010894354921240836,170401.7018984375,0.2615360915660858,1.5405080375785474e-06
86,0.9957280396414608,-0.001790136460352704,185314.86852148437,0.3168705701828003,1.6681544821040006e-06
87,0.729715796527681,-0.056453424791088766,255729.9507470703,1.4131317138671875,6.208936156326672e-06
88,0.9924774433886453,-0.0012465873162134122,272914.9802734375,0.5190708637237549,1.7899009208122152e-06
89,0.6766415784323853,-0.035638859446900796,164716.67941210937,1.307511568069458,1.1226888091186993e-05
90,0.9813521493121097,0.012614568900660574,235018.11883496094,3.6892611980438232,1.6263134966720827e-05
91,0.8203026105734794,0.02577987694083375,267447.3621347656,0.9552314281463623,3.497528723528376e-06
92,0.9836290382282664,-0.005936003439050999,167162.5788339844,0.5605289340019226,3.616918093030108e-06
93,0.9878390478018775,-0.00541399616407356,155728.77242382814,0.5602395534515381,3.88957823815872e-06
94,0.9951949499381667,-0.0001379191504382744,153449.09362695314,1.2337150573730469,7.518560778407846e-06
95,0.4804927769837983,-0.06197924165908364,170425.75611914063,0.7214975953102112,7.674109838262666e-06
96,0.9834471792100361,-0.003105770343878753,211154.26674023436,0.44832390546798706,1.9786023131018737e-06
97,0.9312618898657734,-0.008041887038873622,217231.61053320311,0.530004620552063,2.544772769397241e-06
98,0.6633248976353469,-0.01156906395264862,190676.8356328125,0.4171009063720703,3.2098118936119135e-06
99,0.941037686476247,0.013027476055362103,254911.00516796875,0.9600085020065308,3.965243649872718e-06
100,0.8006499839281783,0.05237804736062718,245548.88228125,2.5830044746398926,1.5721820091130212e-05
101,0.6767770407296855,0.020440476328346294,169435.37127734374,0.38557299971580505,3.411813850107137e-06
102,0.9961174536794793,0.0014639694682972398,158537.81535546875,0.3220524489879608,2.0134989426878747e-06
103,0.9647044531862399,-0.006988761443470187,181871.03554296875,0.4049455225467682,2.3684417556069093e-06
104,0.9751228349883917,-0.006548105118959203,161666.30127734374,0.42352908849716187,2.583476316431188e-06
105,0.9950464517909773,0.002325802262865848,194689.47487890624,0.3611326217651367,1.9052632751481724e-06
106,0.67493893742353,0.015322242672204766,230852.54541210938,0.2689870297908783,1.569848336657742e-06
107,0.9853905021577903,0.0029614910630831825,279635.05304101564,0.28800350427627563,1.0042922440334223e-06
108,0.9095083055301124,-0.01778412468450596,259774.25368359376,1.0120867490768433,4.902594355371548e-06
109,0.9110374913119371,-0.06829255753648858,240039.1378613281,5.567213535308838,2.3037189748720266e-05
110,0.9696519846090244,-0.03307204325590905,237358.6416933594,3.5187721252441406,1.2978138329344802e-05
111,0.8197864099469261,-0.01824621331179447,222411.7648515625,0.44334274530410767,3.00145393339335e-06
112,0.9979062093376533,-0.000644481211773821,143068.64926171876,0.2917948067188263,2.0885602225462208e-06
113,0.9968086521546315,-0.0014105648316604,144296.852515625,0.2905845642089844,1.9624558262876235e-06
114,0.946783821365607,-0.00904778835719738,153147.44163476562,0.37733539938926697,2.658402536326321e-06
115,0.9181947908870335,0.019418709364711562,168326.99177539063,0.5986273884773254,3.4873651202360634e-06
