state_idx,cos_sim,mean_A,mean_g_norm_sq,v_unbiased_norm,v_intentional_norm
0,0.7802978454762394,0.017949543234194915,76425.3279921875,0.5861544609069824,1.0021312846220098e-05
1,0.9912991855351734,0.0037002735126325675,139217.71293847656,1.0765380859375,8.659878403705079e-06
2,0.9550256247268119,-0.014726252625849482,170622.78829492186,1.05186927318573,7.523385647800751e-06
3,0.9898336487733106,0.003036052381140223,196856.746359375,0.9549762010574341,5.490276635100599e-06
4,0.9772071910511698,-0.014028735938251134,231306.23206445313,1.2440944910049438,6.4791533986863215e-06
5,0.6362877893027504,0.061234900596385686,244748.90114453126,0.7595663070678711,6.872466201457428e-06
6,0.9800898270428603,-0.004286959047414607,230024.80867773437,0.6420282125473022,2.6599109332892112e-06
7,0.9304309857161708,0.01850119733500096,214473.18445117187,0.7729025483131409,4.756929683935596e-06
8,0.7534489874471934,-0.019756769026132208,150550.8201015625,0.5290352702140808,5.299491476762341e-06
9,0.5805465396563517,-0.04365008819252284,143973.34273046875,0.6978796124458313,1.2221450560900848e-05
10,0.9504173598633171,-0.011221189588588221,124160.88371875,1.1282484531402588,9.402609066455625e-06
11,0.6973985639193465,0.04362698268514328,115576.22079882813,1.8067610263824463,1.8881188225350343e-05
12,0.7580439130806801,-0.05810963899623993,66702.51512109375,2.4088680744171143,5.172170858713798e-05
13,0.9209474977079883,0.02568180875366675,182197.50389257813,2.229822874069214,1.3933579793956596e-05
14,0.9447756383798448,0.014322010589978848,236457.05905078124,1.1240344047546387,5.139976110513089e-06
15,0.9353400908132816,-0.01732045420859108,230259.8580810547,0.9544787406921387,5.724075435864506e-06
16,0.889756135703435,0.013992966003594313,236986.20998046876,0.9648560285568237,4.385053216537926e-06
17,0.9917902554569176,-0.0007696467199845407,193141.23332226562,1.3086944818496704,6.5790818553068675e-06
18,0.8847847687387758,0.013989612250245441,233203.56140039064,0.5888266563415527,2.884588184315362e-06
19,0.883574254586873,0.01622583814996725,142713.80099316407,0.7209828495979309,6.256253982428461e-06
