env,seed,n_states,n_actions,mean,std,median,pct20,pct5,pct1,git_hash,train_wall_clock_sec,measure_wall_clock_sec
Ant-v4,0,1000,1000,0.8853445290001591,0.1302562078003429,0.9348502683237176,0.8041577126330085,0.6236758894574107,0.39674792681596527,2f413788039f042cdd7177660666d857bbb7118e,4117.2,2051.6
Ant-v4,1,1000,1000,0.8700151401791894,0.14561942510087272,0.9233869545361906,0.7644144084821517,0.5805182284489403,0.3664252523986847,2f413788039f042cdd7177660666d857bbb7118e,4122.6,2051.6
Ant-v4,2,1000,1000,0.8726349768055237,0.14374897837854633,0.9290450425291299,0.7810480859193145,0.5604650670089057,0.37467742286047123,2f413788039f042cdd7177660666d857bbb7118e,4119.9,2052.5
