state_idx,cos_sim,mean_A,mean_safe_delta,mean_sigma_i,mean_alpha_i,v_unbiased_norm,v_intentional_norm
0,0.9884396544646923,-0.0011405160973960537,-0.07518441848198835,54149.523818359376,1.5031155100195798e-06,14.288440704345703,1.9382392565603368e-05
1,0.9854668125213784,0.002239583144861035,0.1476364575413508,49535.62752050781,1.5969745151916845e-06,23.444557189941406,3.2538126106373966e-05
2,0.09580225715264991,-0.05738354468916151,-3.78280363402149,58686.867487304684,1.4942599645297186e-06,57.312889099121094,0.00011496357910800725
3,0.7336544170845255,0.029406094220355766,1.9384909155002137,71462.8860546875,1.3430996328373158e-06,55.620330810546875,0.00010535113688092679
4,0.9627060065230529,-0.009697582558512722,-0.6392782241368604,62321.496234375,1.425743397309968e-06,52.300655364990234,7.538722275057808e-05
5,0.7551107208274265,-0.01844015799935316,-1.2156010415483944,72842.31292089843,1.3342265917644998e-06,39.78071975708008,5.9895402955589816e-05
6,0.7790774178241043,-0.024778292266441678,-1.6334197292633608,58490.405625976564,1.4777245037449652e-06,32.95122146606445,7.532642484875396e-05
7,0.6648952127553013,-0.0208395502219745,-1.3737723373151625,52570.83712597656,1.5431566540228587e-06,18.63637924194336,4.8636782594257966e-05
8,0.9994723473024753,0.00030418809436426607,0.020052505208946365,40653.61060449219,1.7654127409564178e-06,14.872220993041992,2.3003152819001116e-05
9,0.5673033838737699,0.02087324472444447,1.3759935261085763,59519.6272890625,1.4502009054029506e-06,20.561782836914062,5.191019590711221e-05
10,0.8437367082725389,0.021786479475723305,1.4361952399372588,53916.76161816406,1.526267028915342e-06,33.50968933105469,5.791578223579563e-05
11,0.9844008746580968,-0.009711205985338523,-0.64017629951341,60635.372265625,1.4555302047927688e-06,63.887962341308594,7.81821581767872e-05
12,0.5948795883353625,0.029414351426474198,1.9390352420921115,37236.99502148438,1.8486706026264114e-06,52.755435943603516,0.00013765462790615857
13,0.7655016339669964,-0.03757738631144249,-2.4771539343891846,50208.3123046875,1.5969497242677332e-06,21.020164489746094,9.811644849833101e-05
14,0.9737347560704643,0.002807158076541572,0.1850517919507318,50889.41698632813,1.5661137889287157e-06,15.215829849243164,2.0837938791373745e-05
15,0.9523600977802045,0.007624091333235953,0.5025907785533513,40929.632846679684,1.76577888518821e-06,28.514097213745117,4.558976797852665e-05
16,0.7580073353840037,0.017405125218813523,1.147370231047484,36924.5318125,1.8453556599813401e-06,14.423762321472168,3.165780799463391e-05
17,0.8770907979231936,0.006623920120529243,0.4366580914291061,30761.02870751953,2.0610217974269965e-06,8.207466125488281,2.0398490960360505e-05
18,0.9500225250898512,-0.005276619956374413,-0.34784217765643755,36912.26794921875,1.8740063373579133e-06,14.914769172668457,2.3821765353204682e-05
19,0.8506176819674265,-0.011976070380767123,-0.7894793324996487,47046.41163671875,1.6862609844866668e-06,27.345380783081055,3.8418198528233916e-05
20,0.9845608569541077,0.0061759385521101195,0.40712651902154484,54504.78718652344,1.540565002939958e-06,50.02764129638672,6.0199559811735526e-05
21,0.5985560379019347,0.03864395566857457,2.547463680187395,32514.68286425781,1.978636387259011e-06,42.216487884521484,0.00015938631258904934
22,0.3000550337407118,-0.045608175482110026,-3.006554803983765,63566.916486328126,1.4178389044632278e-06,18.992250442504883,7.88876714068465e-05
23,0.8509613930060775,0.008117940556921522,0.5351460110356924,47371.13273730469,1.6417117369773088e-06,8.73869514465332,2.3403941668220796e-05
24,0.997763901153672,-0.0005134543156282762,-0.03384762760097526,39775.20756835937,1.780940408365396e-06,8.156455039978027,1.2093028090021107e-05
