state_idx,cos_sim,mean_A,mean_safe_delta,mean_sigma_i,mean_alpha_i,v_unbiased_norm,v_intentional_norm
0,0.9657731361312394,-0.0037616805467925807,-0.16867427114550207,54608.483967773434,1.5248667351000053e-06,28.1826114654541,3.8774920540163293e-05
1,0.9802654554266022,0.00890246991133635,0.3991879706451375,66262.909609375,1.3785210595111758e-06,63.93245315551758,7.932174776215106e-05
2,0.9303476673349247,-0.011381099373982623,-0.5103300553732272,54861.41272363281,1.5259050257962955e-06,34.96342849731445,4.612734119291417e-05
3,0.8928562352422336,0.013266792171415269,0.5948847787886635,57725.103032226565,1.4730251373511322e-06,45.44966506958008,6.374597433023155e-05
4,0.5053331254001812,-0.021252804338859826,-0.9529786586242012,46450.31887548828,1.648794317211253e-06,14.682963371276855,2.80059775832342e-05
5,0.7624621614679696,-0.029857729887547035,-1.338824699278476,40870.0929453125,1.7679116552947027e-06,23.373756408691406,5.616567432298325e-05
6,0.823656453141095,0.03775525708469648,1.6929509009217267,50803.255235839846,1.5767347455005645e-06,41.848106384277344,6.29788773949258e-05
7,0.5799701684782113,0.019202211439687172,0.8610297920520498,39144.763375488285,1.7955846648508347e-06,3.9779114723205566,1.8488994101062417e-05
8,0.5862734224303034,0.03773570802666829,1.6920743184811209,44266.54883154297,1.7155419975066933e-06,14.808676719665527,4.013975558336824e-05
9,0.5951017075455045,-0.0720880390037902,-3.2324375464685917,33652.170173828126,1.9556300259955648e-06,21.56426239013672,0.00011398243077564985
10,0.025335490310461176,-0.034285221289597476,-1.5373540204034721,36918.021784179684,1.8471240520499068e-06,17.006879806518555,4.0560604247730225e-05
11,0.9682269015024222,0.00415405515860145,0.1862684025023745,38756.408342285155,1.8242986136285802e-06,13.018234252929688,2.2306512619252317e-05
12,0.9187520161406834,-0.008157838295427757,-0.3657985869580051,33737.313387695314,1.9524084773282323e-06,11.478157997131348,2.1322586690075696e-05
13,0.9829180249656188,0.006070803561009259,0.27221566350015153,38575.38673193359,1.8193238823007027e-06,28.79206657409668,4.086796616320498e-05
14,0.8843835976234248,-0.007527213917597963,-0.3375213034476541,36759.28455566406,1.8296271966653035e-06,8.078667640686035,1.3721879440709017e-05
15,0.35583890979944516,-0.027187702156438245,-1.219100289967042,30713.141042480467,1.9987776607508986e-06,10.51758861541748,3.687079151859507e-05
16,0.4159612455173091,-0.0274837838878438,-1.2323766353725318,26233.597737304688,2.1950947851668333e-06,8.668122291564941,3.22132145811338e-05
17,0.6560669307666483,0.031179858779105202,1.3981091399346965,29703.42798388672,2.071492383474487e-06,12.071916580200195,3.958628440159373e-05
18,0.8534019199540146,-0.010888715393799474,-0.48825149023511905,27418.05128515625,2.1452646587331353e-06,10.064652442932129,2.015632162510883e-05
19,0.7689147306989441,-0.04772566843068894,-2.140025511826706,55920.04528857422,1.5090822975418562e-06,38.145687103271484,7.346437632804736e-05
20,-0.020935047780992148,0.061640502819780736,2.7639685924510493,37455.53848876953,1.8388691803285983e-06,17.39781379699707,7.504438690375537e-05
21,0.9357948491170553,0.002669929672351956,0.11972001234334151,57691.413186035155,1.4908541276065215e-06,5.639606475830078,7.947871381475125e-06
22,0.8791470238691826,-0.010696419939561354,-0.4796289357186638,49036.34440820313,1.6334254406569175e-06,13.711313247680664,2.40581593971001e-05
23,0.5103766729203285,0.0390382661033818,1.7504812011181043,35947.11545361328,1.8990856179612183e-06,25.441364288330078,5.498186874319799e-05
24,0.9548820946131648,0.010183866262979312,0.4566459586303676,33246.27731152344,1.963334321077124e-06,32.7376823425293,6.245716940611601e-05
25,0.7432859788704137,-0.01690264964630016,-0.7579171261494856,45521.93415527344,1.6856253999713117e-06,17.744346618652344,2.8695665605482645e-05
26,0.5654831498588818,0.014239251763706669,0.6384900001539027,32790.158119628904,1.9691011395292795e-06,6.285888195037842,1.7325583030469716e-05
27,0.6822086607648626,0.013451384807485301,0.6031619378830178,21952.750732421875,2.394163369960855e-06,4.140032768249512,1.552695539430715e-05
28,0.9828322505391435,-0.0022905050719220755,-0.10270656127111988,19646.599163330076,2.5430625818907834e-06,5.062772274017334,1.0760072655102704e-05
29,0.9982036727690313,-0.0004400850852005629,-0.019733475521068546,20039.694708496092,2.529209389120159e-06,7.62135648727417,1.5772977349115536e-05
30,0.9941797289583091,-0.000850189076366437,-0.03812259467759737,26757.961241210938,2.1795442524024847e-06,5.381760597229004,1.0150944035558496e-05
31,0.7256570461358479,0.004518183639097369,0.20259597346087543,27808.34190185547,2.164108054038499e-06,3.0451817512512207,7.056417416606564e-06
32,0.9982657120803033,0.0005036876297362069,0.02258542233289883,33308.72957763672,1.969973696820189e-06,5.831562519073486,1.0339050277252682e-05
33,0.3936801585508943,-0.08935812633607448,-4.006830628804098,34196.427903808595,1.9634196758289158e-06,35.056480407714844,0.00012889670324511826
34,0.9628648158756433,0.008235764014595066,0.36929278688288764,40128.36355126953,1.808611574831702e-06,15.0247220993042,2.40062454395229e-05
35,0.9757258095967941,0.0077038097951654195,0.34543988679503296,40722.68185620117,1.8003229513967997e-06,13.493812561035156,2.1520856535062194e-05
36,0.6155661379710086,-0.03577697482427109,-1.6042444532990416,32822.51794287109,1.9633110328562716e-06,11.036764144897461,3.381804344826378e-05
37,0.6020681534802012,-0.05401787749951758,-2.4221690286345705,41053.506498046874,1.7660340424054376e-06,20.98172378540039,8.220280142268166e-05
38,0.9107482792662073,0.0116540979800869,0.5225713502773465,33677.94305859375,1.956714572447941e-06,10.621576309204102,2.351512921450194e-05
39,0.6534486046863633,0.03518274172799661,1.5775989598399824,28878.025131591796,2.1161828078965096e-06,10.548866271972656,3.4637552744243294e-05
40,0.9400798565647642,-0.010280077113346397,-0.46096006634368586,23976.577141845704,2.3083245802102313e-06,11.125699043273926,2.194391709053889e-05
41,0.9501902755331985,-0.011005254361682044,-0.4934771135232004,29857.887425292967,2.0591213908470005e-06,12.420088768005371,2.3837621483835392e-05
42,0.985798289490907,-0.004519843058296726,-0.20267038204514898,37602.58504296875,1.8489262409944655e-06,12.411779403686523,2.733965084189549e-05
43,0.5474352097567524,-0.015964250749565433,-0.715839191040021,34278.782087402345,1.921590341386142e-06,5.644400596618652,1.4869457118038554e-05
44,0.7854972107599241,-0.006558800161468596,-0.294097497930283,30964.705212646484,2.0732776426264975e-06,4.890615940093994,1.0113953067047987e-05
45,0.44707187222067635,0.03800407099593989,1.7041077507944853,37351.666555664066,1.85427697205426e-06,11.26942253112793,3.846150866593234e-05
46,0.4561371283542677,-0.0590707821663938,-2.6487419662487883,22688.094518554688,2.36155800714996e-06,13.395941734313965,7.98582041170448e-05
47,0.18530204283131982,0.06603047853990132,2.9608157052578936,30914.86275830078,2.0473047253349973e-06,25.7231502532959,8.136230462696403e-05
48,0.6764102720235694,0.03333379379294935,1.4946918810887055,41260.55013574219,1.7563447727209148e-06,4.653957366943359,3.545602157828398e-05
49,0.9337728332733986,0.005977969781139982,0.2680529840906829,22358.844899169922,2.4029810371172372e-06,5.441773414611816,1.3851859876012895e-05
50,0.8603971406481128,0.007185344904197374,0.32219185004371087,20191.304184692384,2.5021608819313244e-06,2.3918797969818115,8.604048161942046e-06
51,0.9839470201411672,-0.0012720436533371592,-0.05703861171168662,19583.31802319336,2.527571541616262e-06,1.9445511102676392,4.234953848936129e-06
52,0.990604378935152,-0.0021036965431471704,-0.09433004124425645,23778.018649658203,2.3365905757448516e-06,4.708805084228516,8.956326382758562e-06
53,0.38083828730555636,-0.03373257641855398,-1.512573348662209,27346.36463769531,2.1582723800512378e-06,5.953218460083008,2.901172592828516e-05
54,0.987189191927402,0.0019885662432770146,0.08916758282286821,31391.17046484375,2.031615615679632e-06,6.935746192932129,1.2273471838852856e-05
55,0.4092964164457586,0.025375596887976398,1.1378452414336557,41472.02955566406,1.7843983957179197e-06,6.424848556518555,2.0488176232902333e-05
56,0.8982481236557033,0.02228156726771195,0.9991085293155341,35057.36871972656,1.926117111501697e-06,21.192689895629883,5.46413502888754e-05
57,0.8526387576563279,0.022855838679556695,1.0248589381096045,23757.712786865235,2.2914941900663793e-06,12.058394432067871,4.6887060307199135e-05
58,0.9029812279601002,0.021906680048770947,0.9822985350509881,21826.309377441405,2.3953014210774037e-06,10.127113342285156,4.8442958359373733e-05
59,0.867803015934696,-0.008330411955894542,-0.3735368135394638,42338.828556152344,1.7439788507301103e-06,12.378026008605957,1.9877097656717524e-05
60,0.9579158708129745,-0.006634682150293653,-0.2975000567065861,33612.04761572266,1.933499392140692e-06,8.943370819091797,1.5300769518944435e-05
61,0.9293314006507547,0.010556586445575562,0.4733587826882866,24811.161313964843,2.2429878265382806e-06,8.989323616027832,2.0032948668813333e-05
62,0.9056591305832891,0.011746831081772113,0.5267295152632467,24031.846747558593,2.2941556075220196e-06,8.542301177978516,1.902376243378967e-05
63,0.7351962269934066,-0.015477173206974133,-0.693998567290622,26775.810174316408,2.1730802178766153e-06,7.180136680603027,1.7131516869994812e-05
64,0.6830859483592271,0.020771658103476292,0.9314039955027092,27561.644547607422,2.1556952095384985e-06,8.523005485534668,2.37670901697129e-05
65,0.7050485681631083,0.01084724418125059,0.48639191538202114,44222.34745166016,1.7144962096132309e-06,3.86683988571167,1.1144432392029557e-05
66,0.8195840235423989,0.028685285294835418,1.2862521230923512,31105.703082519532,2.0409397465148632e-06,7.344327449798584,4.0305159927811474e-05
67,0.9415196867126551,-0.00783062132857051,-0.35112613332869613,29200.498849121093,2.08618774396576e-06,13.619677543640137,2.7249110644333996e-05
68,0.9484623347596248,-0.017460571877629567,-0.7829344354490754,26235.906765625,2.1875321163900488e-06,38.75897216796875,7.4103067163378e-05
69,0.9698690136689924,0.0036308978307068806,0.16280995623630706,44709.697873046876,1.6861458789855527e-06,10.930526733398438,1.630081533221528e-05
70,0.6307436551677632,0.04401007835564385,1.9734179437497004,21604.501763671877,2.399348945593556e-06,13.659977912902832,6.413324445020407e-05
71,0.9945026377548263,0.002261881487983697,0.10142307584530544,28218.443559082032,2.1318354339339853e-06,19.126567840576172,3.567405656212941e-05
72,0.7177018166963863,-0.01375450693175085,-0.616753975469028,29755.412835693358,2.0716073478144153e-06,7.631617069244385,1.710102333163377e-05
73,0.7867872861132261,0.011800742253758592,0.5291468996020557,30492.88512915039,2.0758962336647575e-06,4.987863540649414,1.5549283489235677e-05
74,0.9803041061068305,0.0019127147551538952,0.08576639170221925,31112.457669921874,2.035940067255794e-06,4.194908618927002,7.9186183938873e-06
75,0.6670459786066577,0.009097294177563041,0.40792391743765927,30428.519198730468,2.0537400915657725e-06,3.4144937992095947,9.717530701891519e-06
76,0.5331534462780223,-0.060776177037141436,-2.7252121059271577,38125.714126464845,1.87119022782046e-06,31.048877716064453,7.14396737748757e-05
77,0.7088122640695339,0.016769988572668645,0.7519685854305628,31358.512971679687,1.999947027372425e-06,24.6915283203125,3.385348463780247e-05
78,0.9404892218285652,0.009340405716835044,0.4188250721698789,31011.754658691407,2.054842586846994e-06,15.450592994689941,2.7410804250393994e-05
79,0.710580276125956,-0.019437411810554153,-0.8715762089089958,27840.024796875,2.1528949685182437e-06,10.563831329345703,3.14405515382532e-05
80,0.9314258415204121,-0.013150683534372834,-0.5896784515944182,35908.91985839844,1.8960851797868973e-06,26.93217658996582,4.5288346882443875e-05
81,0.933171652792498,-0.007473430730896258,-0.3351096579865508,35124.31466650391,1.9025270520468103e-06,10.851531982421875,1.7263679183088243e-05
82,0.9732982009764717,-0.00833634699089017,-0.3738029413218891,28491.406160644532,2.116098089858333e-06,14.217367172241211,2.688430504349526e-05
83,0.9678928773328964,0.003413518423786107,0.15306263384454608,23718.911470947267,2.301195125893854e-06,4.916639804840088,1.0669771654647775e-05
84,0.6556906625419675,0.008478349687003187,0.38017036167287627,31894.41614746094,2.0206083909253296e-06,4.802418231964111,9.607132597011514e-06
85,0.9419124137470641,0.005123437672782204,0.22973564726350945,31112.508739257813,2.0167780794787135e-06,8.529485702514648,1.5894931493676268e-05
86,0.7813568759802271,0.00913788145961463,0.4097438567261419,23945.61466748047,2.3111464529970875e-06,8.310009002685547,2.239654895674903e-05
87,-0.12743090645235947,-0.046725753895717766,-2.0951892070698164,30021.443234375,2.083784277314738e-06,13.156317710876465,7.020310295047238e-05
88,0.9169591500125459,0.0403255362332381,1.8082025701232487,33707.32990283203,1.9593273523479977e-06,18.823284149169922,9.106885408982635e-05
89,0.8328656473971742,0.015274100187365256,0.6848927452661949,36297.354137695314,1.8911405528422473e-06,8.902958869934082,2.007044167839922e-05
90,0.8368600000421441,0.004879210574193049,0.21878447069865428,33992.69773388672,1.9544236610138846e-06,4.252070903778076,8.07226388133131e-06
91,0.8293096416327359,-0.012402214150019198,-0.5561169818443571,22429.750446777343,2.35684337454417e-06,8.808097839355469,1.7432530512451194e-05
92,0.8333846005237836,0.02518478045011394,1.129289006214141,16300.946669189452,2.7647126186361126e-06,8.59508228302002,3.496799399727024e-05
93,0.9324465433737507,0.009822039625244515,0.4404216026166751,19154.25086303711,2.5665554960998326e-06,6.199721336364746,2.0140294509474188e-05
94,0.8340267333634455,0.008103821272190259,0.36337645623459663,26793.851290039063,2.1650506348796828e-06,2.739731550216675,1.1710505532391835e-05
95,0.9729676469036971,-0.0036956990926611012,-0.1657156537014352,28152.230080566405,2.158684703912419e-06,9.535317420959473,1.7999363990384154e-05
96,0.8957541772340096,-0.01764465727132256,-0.7911888497257403,28200.577337402345,2.143957693590453e-06,18.68009376525879,4.051099676871672e-05
97,0.9570733507225814,0.007095129952028762,0.31814659922717314,28979.042790527343,2.119986309668892e-06,20.65984344482422,3.2739859307184815e-05
98,0.14783202492183137,-0.04066571273305966,-1.8234561309863992,39386.484958007815,1.8108748647715703e-06,22.813268661499023,4.151886241743341e-05
99,0.9946130893870854,0.007397562395632832,0.33170771143782213,39187.150416015626,1.828698094173408e-06,33.059688568115234,4.827544034924358e-05
100,0.9890054862889816,0.0036178793256951666,0.16222620468777985,30223.60239501953,2.0802187027609997e-06,22.162294387817383,3.9003582060104236e-05
101,0.8859696443403882,0.018065108835977627,0.8100419554953544,38111.200287597654,1.8679634489912879e-06,13.681645393371582,3.053420368814841e-05
102,-0.01889804499075773,-0.017045910367240513,-0.7643409565061056,35078.46735644531,1.9262990551770512e-06,3.9253268241882324,1.26070408441592e-05
103,0.9961293602060964,0.0009056493267521089,0.04060943990408174,23306.00796508789,2.3547251872000405e-06,5.549659729003906,1.1786106369982008e-05
